#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
66,"No Illusions","The Lasso,Ill Camille,A. Billi Free",1,87,"psychedelic hip hop, el paso indie","Country, Hip Hop","2121",2021-02-19,03:46,65,64,19,0,65,20,10,-8,E Minor,4,2021-04-07,7jZL9uQlSsVN3QGYcPaYsT,"Mello Music Group",9A,https://p.scdn.co/mp3-preview/e8490bf03ab9a213f737b25d28b88f2bc0145ee4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ab5a130a90bd6ef0ea2a786d
67,"Go Far","Lorine Chia,D*L*P,BigMouf' Bo",10,105,"","","Go Far",2021-02-24,03:57,59,58,7,0,73,10,0,-9,D#/E♭ Minor,4,2021-04-08,6UykhEgzbMbR87gVQGZw7j,"Lorine Chia / The Future WIll Bang LLC",2A,https://p.scdn.co/mp3-preview/98cd2f6efd9b5a06ec4b9f6b088949ac5fb53540?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851739a0a5ed6ab246a37407ede
68,"Senzu Bean","EsePax,Dre'Zy",2,82,"","","Senzu Bean",2021-03-26,03:36,66,63,15,0,42,30,10,-11,D Major,4,2021-04-09,10DRxxOFK5plSeN1hkHI5T,"El Ambiente",10B,https://p.scdn.co/mp3-preview/8af4588f76a21feee3f7cefa332197dd85fa8337?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d016020efdc5528c82ede73d
69,"Dark Days","Yard Act",0,130,"crank wave, uk post-punk revival","Rock","Dark Days",2021-01-19,03:05,63,86,0,0,90,20,10,-7,E Minor,4,2021-04-19,1YptJwVc5cXAH1hul0nzXw,"Zen F.C.",9A,,https://i.scdn.co/image/ab67616d000048512483608ae4ae5a2bd7489158
70,"Sounds Of Blue","Morcheeba",40,87,"downtempo, electronica, trip hop","Electronic, Pop","Sounds Of Blue",2021-01-27,03:34,61,38,27,8,23,0,0,-9,C Major,4,2021-04-20,45VVYckfngIzT5gg8IFu3F,"Fly Agaric Records",8B,https://p.scdn.co/mp3-preview/feb424e744a8b5ef52e33ffcd235d3748427aa26?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511f3ee95ed43c48402cfa3639
71,"Don't Ever Pray in the Church on My Street","The Reds, Pinks and Purples",2,130,"modern jangle pop","Pop","Don't Ever Pray in the Church on My Street",2021-01-27,02:45,50,76,32,19,86,0,20,-9,G Major,4,2021-04-21,4ILLjfETcPPO7frVQkeJ3Y,"Tough Love Records",9B,https://p.scdn.co/mp3-preview/5ff0f5cf1b5bb45b13e6031928953f3478f58044?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c84f1e5cda160981d6dfd9ea
72,"Just a Candle","Wax Tailor,Mark Lanegan",34,78,"electronica, hip-hop experimental, nu jazz, trip hop, acoustic rock, palm desert scene","Rock, Electronic, Jazz, Pop","The Shadow of Their Suns",2021-01-08,04:18,36,40,14,6,18,10,10,-9,F Major,4,2021-04-22,1hpI2EhyZ7rJR0rh3jwCEi,"Lab'Oratoire",7B,https://p.scdn.co/mp3-preview/939e6677605d8ce1eac5df56f05e00a4ae3db6d5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ebffe55ab9f5eee1c3437a2a
73,"New Day","Night Beats",17,80,"garage pop, garage rock, neo-psychedelic","Pop, Rock, Folk/Acoustic","New Day",2021-02-05,03:32,47,91,1,32,75,0,30,-6,D Major,4,2021-04-23,2FTToZxZyE7ut40htonU9v,"Cooking Vinyl Limited",10B,https://p.scdn.co/mp3-preview/ac7aa001dfef88e017c88cf7e414e68b111acb12?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f8ffb39c68e27147757dd17e
74,"Be Sweet","Japanese Breakfast",0,110,"art pop, eugene indie, indie pop, indie rock, philly indie","Pop, Rock","Be Sweet",2021-03-02,03:15,65,88,1,0,61,0,30,-6,D Minor,4,2021-04-26,2X3J1zgsKEkTSYnjsUQlUZ,"Dead Oceans",7A,,https://i.scdn.co/image/ab67616d000048515b7e73351465d9bc5e8804ad
75,"Grow Up To","Miss Grit",12,105,"","","Impostor",2021-02-05,02:57,27,84,2,8,32,10,10,-6,A Major,4,2021-04-27,5lFAPAnw1kdU5c5pQCM5Sv,"Miss Grit",11B,https://p.scdn.co/mp3-preview/b2dabaf79710bb93b23dd26a7c18326f83b3a9df?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515f26b7fb9bc4708f45541651
76,"In Your Eyes","Anjimile",0,85,"boston folk, boston indie","Folk/Acoustic, Rock","Giver Taker",2020-09-18,03:07,63,48,57,35,55,0,10,-11,G#/A♭ Minor,4,2021-04-28,4RyCx8Z2lBO3w3FzcVq9Ok,"Father/Daughter Records",1A,,https://i.scdn.co/image/ab67616d00004851bb2c7ea00291141ce90bf296
77,"Price of Blue","Flock of Dimes",0,162,"baltimore indie","Rock","Price of Blue",2021-02-25,06:22,15,78,16,0,33,0,70,-4,A Major,4,2021-04-29,6Yg3cwwToQgMnPbTP0v1rc,"Sub Pop Records",11B,,https://i.scdn.co/image/ab67616d00004851d4cf5831d690f02c3b77ca23
78,"On My Mind","Kylie V",24,153,"","","Big Blue",2021-02-28,04:20,61,43,69,1,23,0,20,-8,F#/G♭ Major,4,2021-04-30,4dCkLZZGIbwgI5zLtL0BQu,"Aquarian Letters",2B,https://p.scdn.co/mp3-preview/0f2bb5b4d87d801dd471ddd4894f0cf57a46b473?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513a1d39e78e43a56f7da1b53b
79,"Beautiful World","Parannoul",18,160,"korean indie rock, korean shoegaze","Rock","To See the Next Part of the Dream",2021-04-19,05:20,16,86,0,73,23,0,20,-6,G#/A♭ Minor,4,2021-05-03,2L7yZATBaLmKEb0BvIBXK2,"Parannoul",1A,,https://i.scdn.co/image/ab67616d0000485135d26de7d1bc9d591b544835
80,"Allergie","本日休演",2,124,"japanese alternative rock, japanese indie folk","Rock, Folk/Acoustic","MOOD",2021-02-10,05:12,68,67,4,1,71,0,0,-3,A#/B♭ Minor,4,2021-05-04,2XDXbvdJNOGZ0kENq0c7OX,"Mastard Records/NEWFOLK",3A,https://p.scdn.co/mp3-preview/60b6f10ae965f79389336a5a2124522e69f84185?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485103e50cba3c8f43cbd3041ee9
81,"Talking to Myself","Morningwhim",4,164,"","","Talking to Myself / Smoke from Cigarettes",2020-06-27,02:51,33,69,0,0,36,0,10,-4,F#/G♭ Major,4,2021-05-05,4F1trEYKaots96EiunBHKQ,"Miles Apart Records",2B,https://p.scdn.co/mp3-preview/d4e0396c33024c9f4ac527ad6e17f94fac55cb5c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517e44d9110eff3679b6f7311a
82,"Crashing into Daylight","Hiperson",13,140,"chinese indie rock, chinese post-punk, southern china indie","Rock, Folk/Acoustic","Bildungsroman",2020-07-24,03:00,54,74,2,0,42,0,20,-8,G Major,4,2021-05-06,5kd62GvhIWfkKDkF2LktK1,"兵馬司唱片/Indie Works",9B,https://p.scdn.co/mp3-preview/db1474141ab8d1012e5735bee6ea205226e0cdb2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512b3b4abb7b14445c15386516
83,"The Best God Damn Band in Wyoming","No-No Boy",20,125,"rhode island indie","Rock","1975",2021-04-02,03:54,67,62,25,0,81,0,10,-7,B Major,4,2021-05-07,5qlsG2SFkxERjvGD5evVIs,"Smithsonian Folkways Recordings",1B,https://p.scdn.co/mp3-preview/a8debcfbdb3a4548507fd22876a2c1bb2a408b9d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485106e4d5b602ab571ba2ba5910
84,"Pastel Memories","Lionmilk",2,72,"","","I Hope You Are Well",2021-01-29,05:37,21,29,81,92,4,0,10,-11,D#/E♭ Major,4,2021-05-10,7iVdUHMjR7pYwPRPydPa0W,"Leaving Records",5B,,https://i.scdn.co/image/ab67616d00004851e03d9efdc9467fa66cfb6e70
85,"Natural Ones","Wastewomxn",7,76,"","","Wastewomxn",2020-10-02,04:08,47,46,12,0,12,10,10,-8,G Major,4,2021-05-11,6gF3neoTu7KMWebkXuZ9iA,"wastewomxn",9B,https://p.scdn.co/mp3-preview/e72a188c6a98bb11251c512af3f6665c2ced1628?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485140b8c06e004ace975a1393c5
86,"Dusty Lane","Khana Bierbood",5,128,"thai folk","Folk/Acoustic","Strangers from the Far East",2019-01-11,03:41,21,75,14,87,39,0,40,-11,E Minor,4,2021-05-13,51ZTN8isH51RrLzdkQve1V,"Guruguru Brain",9A,https://p.scdn.co/mp3-preview/e3a1749c908c747142f8539d5a832deb0090bb36?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851532541590928d4d8e9f637bf
87,"Breezy","Avi Loud",0,145,"","","Flower Chased the Sunshine",2021-01-08,03:21,61,65,0,50,30,0,10,-8,C Minor,4,2021-05-14,0c7A06LOZze8pGwqZM9TRZ,"HECKWORLD RADIO",5A,https://p.scdn.co/mp3-preview/5bbbad7a0548c1905b06488e05e5a770e113627a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513a69e09f3b860a60e6c638e4
88,"Let It Roll Interlude","IAMNOBODI,Phonte,BeMyFiasco",0,84,"abstract beats, neo r&b, vapor twitch, alternative hip hop, north carolina hip hop, ","Jazz, Hip Hop, R&B, Electronic","Let It Roll Interlude",2021-04-01,02:08,58,34,76,1,43,30,20,-10,G Minor,4,2021-05-17,6rz6DvZfseKuevXPilE3J3,"IAMNOBODI",6A,,https://i.scdn.co/image/ab67616d00004851148c7885ef94dab45c186543
89,"Exodus","Jesse Markin,Akua Naru",0,107,"finnish indie, jazz rap","World/Traditional, Hip Hop","Exodus",2021-04-16,04:16,70,74,2,6,65,0,10,-7,C♯/D♭ Minor,4,2021-05-18,0wvEEH8ODXMLAguV9w9L97,"Vild",12A,,https://i.scdn.co/image/ab67616d000048518c5cbc0e2dc13faf2a7483ca
90,"Deep Blue","MALIA",6,75,"alternative r&b, uk contemporary r&b","R&B","Unpolished",2021-04-06,03:01,72,43,87,0,27,10,10,-6,C Major,4,2021-05-19,3S56azVfDN0wuAFVfwWHbB,"Earth Tone",8B,,https://i.scdn.co/image/ab67616d0000485182b84f68e3b65404065bed86
91,"The Sun","Grady,Kiddus,Blake Anthony",0,137,"","","Don't Think About Me Dying",2021-04-08,02:10,48,21,87,0,42,20,10,-17,F Major,4,2021-05-20,3o2Nt6ePx6AOLqY4DeIKjd,"Empty Planet",7B,https://p.scdn.co/mp3-preview/b7398465b51dbe059e78e5deceaa7a008a66f884?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485114fdf5d29ee430dee2224fbe
92,"Feels Real Good","Khari Wendell McClelland",5,148,"","","Feels Real Good",2021-04-16,04:16,50,65,58,0,54,0,0,-5,D Major,1,2021-05-21,6emCno1bVCSaZcopMWrjGy,"Khari Wendell McClelland",10B,https://p.scdn.co/mp3-preview/6b997c97610cf0648ecfa39575478f80e32c520d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851142463c77f4a90a15355fac1
93,"Stay in the Car","Bachelor,Jay Som,Palehound",0,120,"bubblegrunge, art pop, bay area indie, indie pop, oakland indie, small room, boston indie, boston rock, indie punk, new england emo","Pop, Rock","Stay in the Car",2021-03-25,02:44,58,57,5,1,40,0,30,-6,C♯/D♭ Minor,4,2021-05-24,4RDUdLtOyGcxSIJ2MsR9oF,"Milk! Records",12A,,https://i.scdn.co/image/ab67616d000048511c1d4b1168cf180d4d76ffea
94,"End of the Night","A Place To Bury Strangers",0,110,"american post-punk, american shoegaze, brooklyn indie, noise pop, nu gaze, shoegaze","Rock, Pop","End of the Night",2021-04-20,05:26,47,96,6,74,21,10,10,-1,E Major,4,2021-05-26,1KHQli7MSz6ZdmR2M7uNxk,"Dedstrange",12B,,https://i.scdn.co/image/ab67616d00004851ad08d1be97dff9e8b5240306
95,"Almost Home","Gary Louris",6,130,"alternative country","Country","Almost Home",2021-04-09,03:30,54,86,2,1,86,0,0,-4,A Major,4,2021-05-27,5tyKvle5HYtIxiCsMEqR7X,"SHAM",11B,https://p.scdn.co/mp3-preview/6504c1e4c2aa9993a0de9829d6f5076757b720ad?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f98a4ca6d59d68c8140310b1
96,"I WANNA DIE BUT I CAN’T (CUZ I GOTTA KEEP LIVING)","PRONOUN",0,138,"","","I WANNA DIE BUT I CAN’T (CUZ I GOTTA KEEP LIVING)",2021-04-21,02:50,51,93,0,13,51,0,20,-5,F Minor,4,2021-05-28,0lcwE4dOsg3HB2BiUJxurh,"Wax Bodega and Sleep Well",4A,,https://i.scdn.co/image/ab67616d0000485193efad3c76c5023b618475ca
97,"Don't Go Puttin Wishes in My Head","TORRES",0,136,"art pop","Pop","Don't Go Puttin Wishes in My Head",2021-05-12,04:21,46,73,0,0,6,0,20,-8,C Major,4,2021-05-31,0XpV3XJRiOD26mSUbEBgny,"Merge Records",8B,,https://i.scdn.co/image/ab67616d00004851253a72b2cbf0abe68a8d732f
98,"Cheers","Faye Webster",0,170,"atlanta indie, indie pop","Rock, Pop","Cheers",2021-04-27,03:15,61,38,9,32,50,0,10,-9,F#/G♭ Minor,4,2021-06-01,1o6AAprhFq448i4PVPKoZ6,"Secretly Canadian",11A,,https://i.scdn.co/image/ab67616d00004851a2c74159fa1ae1311f10f74e
99,"Get Lost In The Music","Ambar Lucid",37,104,"bedroom pop","Pop","Get Lost In The Music",2021-05-13,03:49,65,71,7,0,35,0,10,-4,F Minor,4,2021-06-02,09z2LpPORefMOJKYyJQShL,"300 Entertainment",4A,https://p.scdn.co/mp3-preview/53e4b0f18ad972c160bff64f7c8bf8a3d6e3383e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851003f5c122bfab4fc6b4fe5ac
100,"Hopeful","Curtis Harding",35,80,"funk, psychedelic soul","R&B","Hopeful",2021-05-18,05:16,51,78,38,4,70,0,0,-5,G Minor,4,2021-06-03,6aU0EuAfSTb1FC1V8YJ0DV,"Anti/Epitaph",6A,https://p.scdn.co/mp3-preview/d21786d70cdcb8f327c56a784d43d04466faa412?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519ac9780f4fa599adf0b08da8
101,"Free Drop Billy","Enumclaw",15,123,"nu gaze, seattle indie","Rock","Free Drop Billy",2021-03-24,02:36,44,79,2,17,23,0,20,-10,C Minor,4,2021-06-04,4rlkIZVTkxQnMzDTKq8nUd,"Suite A",5A,https://p.scdn.co/mp3-preview/eddf8beee258ad2ca5f5e7e1514603cf1f0e9647?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485133e56a9c1a828822d8face57
102,"Watercolor","Nasimiyu",3,114,"","","P O T I O N S",2021-05-07,03:55,67,19,76,0,26,0,0,-10,C Major,4,2021-06-07,3onJL5r0QD6qhhrgg3M4Kk,"Figureight",8B,https://p.scdn.co/mp3-preview/2c2639ceea1aa401d1c406f40cd1ae14c35e17d3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485170f36cadb2a408a60592f15b
103,"Boys at School","SPELLLING",0,112,"art pop, escape room, oakland indie","Pop, Rock","Boys at School",2021-05-11,07:28,55,38,14,28,8,0,20,-13,A Minor,4,2021-06-08,6l5IMIiWUwxE8oCVkW3g2G,"Sacred Bones Records",8A,,https://i.scdn.co/image/ab67616d000048510b9db74863ab8da8decb5f4a
104,"Be Like Johnny","Yee Loi",0,170,"","","Be Like Johnny",2021-04-06,02:06,41,65,3,0,75,0,40,-9,D Major,4,2021-06-10,3JbU3PY8zQMzjBLRw4A3sC,"2560909 Records DK",10B,,https://i.scdn.co/image/ab67616d0000485144a92e0ae8d853cd8648068d
105,"Tom","Damien Jurado",0,110,"chamber pop, stomp and holler","Pop, Folk/Acoustic","Tom",2021-04-07,03:20,87,45,66,13,71,0,10,-11,C Major,4,2021-06-11,0ClifBzp6YrXxr0ZhegGT4,"Maraqopa Records",8B,,https://i.scdn.co/image/ab67616d0000485188b1d25a05903f9147ab0077
106,"Hope You're Doin' Better","Mndsgn",0,158,"abstract beats, indie soul, instrumental hip hop, synth funk, wonky","Jazz, R&B, Hip Hop, Electronic","Hope You're Doin' Better",2021-03-04,04:35,55,62,49,8,44,0,30,-8,G#/A♭ Minor,4,2021-06-14,36u7cqb9LLqNHraesKCiZb,"Stones Throw Records",1A,,https://i.scdn.co/image/ab67616d00004851c949eb1f0f7d979bbdf1c666
107,"Ishraq","Al-Bara'em",10,118,"palestinian alternative","Hip Hop","Al-Bara'em",2021-01-07,04:45,41,44,9,91,15,0,20,-11,D Major,4,2021-06-15,0ZeimqLGkkbj7qvCAAysC9,"SMNTCS",10B,https://p.scdn.co/mp3-preview/d747b764c0329a73bbfa81a2cee3c921c873fac5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cd38ccc1d76de950a6b54fc8
108,"Give Us Justice","Thee Sacred Souls",0,180,"latinx alternative, souldies","Latin, R&B","Give Us Justice",2020-06-12,02:40,42,45,65,0,55,0,20,-8,A#/B♭ Major,3,2021-06-16,6q0K18setJn0aOVR99Us0p,"Penrose Records",6B,,https://i.scdn.co/image/ab67616d000048517afcc0e82ee2cef96c3175cc
109,"Hada Yid’ie Sitna","DAM",24,126,"arabic hip hop, conscious hip hop, middle east hip hop, palestinian alternative, palestinian hip hop, palestinian pop","Hip Hop, Pop","Ben Haana Wa Maana",2019-06-07,03:30,78,64,14,0,45,10,0,-7,A Major,4,2021-06-17,6HWzKwt6FUBFBLvWTStQ7T,"Cooking Vinyl Limited",11B,https://p.scdn.co/mp3-preview/7d24cbda75b61d4f1c1d770e3ed665ac368625ba?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511403ca4ba096c1ddf957aa57
110,"Marea (we’ve lost dancing)","Fred again..,The Blessed Madonna",71,123,"edm, house, stutter house","Electronic","Marea (we’ve lost dancing)",2021-02-22,04:45,76,78,7,11,47,10,0,-7,F Minor,4,2021-06-21,1t0Jmqg1pKVBbxjQFZebeR,"Atlantic Records UK",4A,https://p.scdn.co/mp3-preview/abbd7cd7eef9f92b09e9a9f2d30f0b2990f536e5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f9062eccd2f7244b38158af0
111,"It's So Fun (To Be Gay)","MAN ON MAN",9,115,"","","MAN ON MAN",2021-05-07,04:16,68,65,44,0,59,0,0,-6,G Major,4,2021-06-22,28Xx8vISBQ2oQGAB7ESwpp,"Big Scary Monsters",9B,https://p.scdn.co/mp3-preview/9d342dee587b0d9d0f74d03354a6fdf9a8ec533a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851508a0ebe0d702152f5520079
112,"Free Ride","Mykki Blanco",21,112,"alternative r&b, escape room, lgbtq+ hip hop, trap queen","R&B, Pop, Hip Hop","Free Ride",2021-03-16,03:34,70,78,2,0,24,0,20,-6,G Major,4,2021-06-23,4L67ZFASgypD9BTlb7VRpv,"Transgressive",9B,https://p.scdn.co/mp3-preview/64dcf2edd572d20208b5ca2144a45055fc2aeb42?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485188022e23f95bb7ec05d0c4a8
113,"Strut","Elohim,Big Freedia",52,125,"electropop, indie poptimism, la pop, bounce, escape room, lgbtq+ hip hop, new orleans rap, trap queen","Hip Hop, Pop, R&B","Strut",2021-05-07,02:36,91,66,4,0,65,20,10,-6,C Major,4,2021-06-24,3VICFKiIgp3V8OwOLZq4LL,"Elohim",8B,https://p.scdn.co/mp3-preview/dc6aa19fc27373c7f13f8e589aa6ae8b638fae98?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518505ce4f0e06d9fb6c3ef732
114,"Worry With You","Sleater-Kinney",21,90,"alternative rock, indie rock, noise pop, olympia wa indie, riot grrrl","Rock, Pop","Worry With You",2021-05-11,03:51,61,76,1,44,73,0,30,-7,A Major,4,2021-06-25,4UcjIVkjhPd33gYvR5hYw7,"Mom+Pop",11B,https://p.scdn.co/mp3-preview/8d010ee25f15d7193ad769b63715e0265b196f18?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ddfe8181096464de06bea843
115,"Head On","José González",0,110,"chamber pop, gothenburg indie, indie folk, stomp and holler, swedish indie folk, swedish indie pop, swedish singer-songwriter","Pop, Electronic, Folk/Acoustic","Head On",2021-06-09,04:45,59,47,86,78,64,0,10,-12,B Major,4,2021-06-28,3Pmon3qVshEFDzV8eP4Q3X,"City Slang",1B,,https://i.scdn.co/image/ab67616d0000485154d39e5008a7cb518cb90ab5
116,"Hold You Back","Quivers",1,128,"tassie indie","New age","Hold You Back",2021-04-21,03:50,54,63,0,0,60,0,0,-6,C Major,4,2021-06-29,49QVLlPBXZ33DdMrB3jXde,"Ba Da Bing!",8B,https://p.scdn.co/mp3-preview/5dbcdc8bc8d062d00d698289aca9bb4d9576b86a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851497a236aa24737af51164d88
117,"Stand For Myself","Yola",0,173,"black americana, folk, new americana, uk americana","Country, Folk/Acoustic","Stand For Myself",2021-05-27,04:13,42,65,2,0,72,0,10,-5,C♯/D♭ Major,4,2021-06-30,1S8NRzYfxtEDce2hEI80af,"Easy Eye Sound",3B,,https://i.scdn.co/image/ab67616d00004851f7c6a33759684dea32095c1d
118,"Psalm 23","Cold Cave",0,167,"dark post-punk, dark synthpop, grave wave, metropopolis, modern goth","Rock, Pop, Electronic, New age","Psalm 23",2021-05-26,04:10,48,76,0,51,24,0,60,-9,A Major,4,2021-07-01,27pNX6K1cysiS7V3fAMjSo,"Heartworm Press",11B,,https://i.scdn.co/image/ab67616d0000485115f8f58c34c9c7afa329f78e
119,"Stare Into The Sun","Shine",4,100,"grungegaze","Rock","Stare Into The Sun",2021-02-23,03:31,45,94,0,54,29,0,20,-8,D Major,4,2021-07-02,3iohiYGRqu8tDJ4ivgbcgR,"4Q",10B,https://p.scdn.co/mp3-preview/ff587fdb66c1e7957574080f01c3614f5b2b43cc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851673faec1c6ce9fb96d397b36
120,"No Love Song","Children of Zeus",36,141,"manchester hip hop, uk alternative hip hop","Hip Hop","Balance",2021-06-04,03:59,66,52,45,30,34,20,10,-9,D#/E♭ Minor,4,2021-07-05,46aBPc57yH56DfnBUBJd1V,"First Word Records",2A,https://p.scdn.co/mp3-preview/64825380f1b48b43250956ec8dab41d92fccdc4c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485128a75e25107600ee095b148d
121,"Grew up Inna Chaos","Mara TK,2MY",5,82,"nz pop, ","Pop","Grew Up Inna Chaos",2021-04-30,03:00,48,39,49,0,24,0,10,-16,G Minor,4,2021-07-06,0Wb7BsCpK3GtFiW5Gm8Zdb,"Extra Soul Perception",6A,https://p.scdn.co/mp3-preview/bd5606946edf1f32e69bdc76e1e451ecdf24cbec?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485140e13340350389f474fabcba
122,"Woman","Little Simz,Cleo Sol",15,87,"alternative r&b, escape room, trap queen, uk contemporary r&b, uk funky","R&B, Pop, Electronic","Woman",2021-05-06,04:29,53,65,71,0,80,20,10,-8,C♯/D♭ Major,4,2021-07-07,1CYeaVkI5cGod4IGZKM87T,"AGE 101",3B,https://p.scdn.co/mp3-preview/69246fe83d59c16b3686212efe5db35f5cf9752b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519a0470881eabaf7e61ee501f
123,"Free Palestine","Essam",26,89,"nasheed","World/Traditional","Free Palestine",2021-05-25,03:28,63,52,9,0,68,40,30,-12,G Major,4,2021-07-08,77NODXbOKGqHr0Z9sxnpID,"3rd World United",9B,https://p.scdn.co/mp3-preview/ebcf2de36da18ee675aa48efb216be5165a67bbe?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851544c5f2a35f38227c552103b
124,"Grace Lee","Hollis",1,77,"","","Grace Lee",2021-05-14,02:54,44,45,39,0,40,0,10,-9,G Major,4,2021-07-09,7em3bV28UtlFrCIrtMZk1N,"Hollis",9B,https://p.scdn.co/mp3-preview/715e214f532763452774d1193ae035e08caf99b4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c4f5b6ed92a0b7d23e767d36
125,"Godzilla League of Legends","Mochipet",2,88,"breakcore, drill and bass, glitch hop","Hip Hop, Electronic","Godzilla Resurgence",2021-05-11,05:13,47,93,0,83,7,10,20,-5,E Minor,4,2021-07-13,5NAkpeQvAkCNP7nB22GTkB,"WANG MUSIC",9A,https://p.scdn.co/mp3-preview/fc93eaeecfb33ec8af181b56dec2ababa94e94f9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485153266d31144bcb1acdc21350
126,"The Right Thing Is Hard To Do","Lightning Bug",27,140,"countrygaze","Folk/Acoustic","A Color of the Sky",2021-06-25,03:46,41,44,7,6,27,0,10,-10,E Major,4,2021-07-13,6mBg5msp0A14K7VfbTY272,"Fat Possum",12B,https://p.scdn.co/mp3-preview/ba2c6c921c1c92e42271742f708ffaa44a3fcb4b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fecea39910af62797677c3fc
127,"The Internet","Glüme",11,100,"la pop","Pop","The Internet",2021-04-30,03:59,61,39,32,1,16,0,10,-10,F Minor,4,2021-07-14,1tXESvPE2DBB4Yg3qHae5b,"Italians Do It Better",4A,https://p.scdn.co/mp3-preview/cb1d6a42b14f9a959600773626c0ea2ab6dadd73?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dd6292d9c52a28390dd8f970
128,"Into the Blue - Single Edit","The Joy Formidable",0,99,"metropopolis, nu gaze, welsh indie, welsh rock","Electronic, Rock","Into the Blue",2021-03-26,03:50,33,76,1,0,59,0,30,-6,B Minor,4,2021-07-15,7vVnxCmIsgtgs9W8wwiGod,"Hassle Records",10A,,https://i.scdn.co/image/ab67616d00004851d58a027fc41d4eb12683b122
129,"Knives","Ya Tseen,Portugal. The Man",27,125,"indie rock, indietronica, modern alternative rock, modern rock","Rock, Pop","Indian Yard",2021-04-30,04:28,59,88,19,77,44,0,10,-6,D Minor,4,2021-07-16,63iCmQry9gBojXsgiz53dj,"Sub Pop Records",7A,https://p.scdn.co/mp3-preview/87f78ed64fb6f3bc7efbf19b0addb157e2349eee?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b82050e077d288ee97069c51
130,"Say Something","Emma-Jean Thackray",0,125,"british jazz, uk contemporary jazz","Jazz","Say Something",2021-04-27,03:49,42,61,80,5,34,0,10,-10,A#/B♭ Minor,1,2021-07-19,6uF67kzG2wKwjt2LCAAy87,"Movementt",3A,,https://i.scdn.co/image/ab67616d00004851d4e416657eea8ea898067a36
